customer_id,name,email,country,city,state,signup_date
861eff4711a542e4b93843c6dd7febb0,Allison Hill,donaldgarcia@example.net,BR,franca,SP,2026-06-01
290c77bc529b7ac935b93aa66c333dc3,David Guzman,jennifermiles@example.com,BR,sao bernardo do campo,SP,2026-06-27
060e732b5b29e8181a18229c7b0b2b5e,Abigail Shaffer,jpeterson@example.org,BR,sao paulo,SP,2026-06-21
259dac757896d24d7702b9acbbff3f3c,Ryan Munoz,blairamanda@example.com,BR,mogi das cruzes,SP,2026-06-23
345ecd01c38d18a9036ed96c73b8d066,Michele Williams,kendragalloway@example.org,BR,campinas,SP,2026-05-18
4c93744516667ad3b8f1fb645a3116a4,Henry Santiago,lynchgeorge@example.net,BR,jaragua do sul,SC,2026-05-27
addec96d2e059c80c30fe6871d30d177,Timothy Watts,gabriellecameron@example.org,BR,sao paulo,SP,2026-03-12
57b2a98a409812fe9618067b6b8ebe4f,Derek Clark,jason76@example.net,BR,timoteo,MG,2026-06-26
1175e95fb47ddff9de6b2b06188f7e0d,Justin Baker,zhurst@example.com,BR,curitiba,PR,2026-06-16
9afe194fb833f79e300e37e580171f22,Anthony Rodriguez,laurahenderson@example.org,BR,belo horizonte,MG,2026-06-27
2a7745e1ed516b289ed9b29c7d0539a5,Tricia Valencia,frazierdanny@example.net,BR,montes claros,MG,2026-06-23
2a46fb94aef5cbeeb850418118cee090,Jeffrey Chavez,teresa28@example.org,BR,rio de janeiro,RJ,2026-06-12
918dc87cd72cd9f6ed4bd442ed785235,Brittany Farmer,georgetracy@example.org,BR,lencois paulista,SP,2026-06-27
295c05e81917928d76245e842748184d,David Bradley,millertodd@example.org,BR,sao paulo,SP,2026-06-23
3151a81801c8386361b62277d7fa5ecf,Carmen Rose,ibrandt@example.net,BR,caxias do sul,RS,2026-05-31
21f748a16f4e1688a9014eb3ee6fa325,Marie Kim DDS,wrightcaleb@example.org,BR,piracicaba,SP,2026-06-09
5c2991dbd08bbf3cf410713c4de5a0b5,Mark Perez,heathchad@example.org,BR,rio de janeiro,RJ,2026-06-23
b6e99561fe6f34a55b0b7da92f8ed775,Miranda Khan,esanchez@example.com,BR,guarulhos,SP,2026-06-06
7f3a72e8f988c6e735ba118d54f47458,Jeff Owens,nuneztracey@example.org,BR,sao paulo,SP,2026-04-29
3e6fd6b2f0d499456a6a6820a40f2d79,Connor West,dwhite@example.org,BR,pacaja,PA,2026-06-27
e607ede0e63436308660236f5a52da5e,Matthew Fernandez,novaksara@example.org,BR,florianopolis,SC,2026-04-30
a96d5cfa0d3181817e2b946f921ea021,James Brown,ysmith@example.com,BR,aparecida de goiania,GO,2026-05-24
482441ea6a06b1f72fe9784756c0ea75,Katelyn Lee,tanyariley@example.net,BR,sao paulo,SP,2026-06-19
4390ddbb6276a66ff1736a6710205dca,Kathryn Farrell,brianromero@example.org,BR,curitiba,PR,2026-06-24
a5844ba4bfc8d0cc61d13027c7e63bcc,Todd Hudson,harveyrobert@example.net,BR,sao paulo,SP,2025-10-14
5f102dd37243f152aec3607970aad100,Emily Baker,emilyevans@example.com,BR,santo andre,SP,2026-06-19
9c0096673baf55453a50073f12d1a37f,Angel Lewis MD,nicole35@example.com,BR,goiania,GO,2026-06-26
2e6a42a9b5cbb0da62988694f18ee295,Lisa Archer,contrerasangela@example.net,BR,sao paulo,SP,2026-06-26
4d221875624017bc47b4d1ce7314a5b7,Brittney Campbell,jenniferharris@example.net,BR,cachoeiro de itapemirim,ES,2026-04-13
a8654e2af5da6bb72f52c22b164855e1,Sarah Davis,ccalderon@example.org,BR,sao paulo,SP,2026-06-04
424aca6872c5bab80780a8dec03b7516,Jeremy Thornton,rodriguezsierra@example.net,BR,sao jose dos campos,SP,2026-04-30
bf4862777db128507e9efcc789215e9b,Juan Jordan,parkerrachel@example.org,BR,sao roque,SP,2026-05-19
e9dd12dca17352644a959d9dea133935,Heather Castro,vdickson@example.org,BR,camacari,BA,2026-06-10
e079b18794454de9d2be5c12b4392294,Cassandra Gutierrez,jillcook@example.com,BR,resende,RJ,2025-06-05
ef07ba9aa5226f77264ffa5762b2280b,Janet Williams,dwalker@example.com,BR,curitiba,PR,2026-06-18
85d234692f7bee8d6fea586e237334b6,Matthew Ross,michelle45@example.net,BR,sumare,SP,2026-06-08
fe3634ccefbcdb0537b45fd589e32e8e,Alexander Wiley,gregory40@example.org,BR,guarulhos,SP,2026-04-21
40febde16f4718a5def537786473b0be,William Wilson,jonathanfletcher@example.org,BR,novo hamburgo,RS,2026-06-03
07d190f123147d9e89d4b922543d7948,Tammie Hanson,cortezkevin@example.com,BR,sao luis,MA,2026-04-05
dd992305cba295d997f263dbdf4e8c2e,Cheryl Ortega,lbyrd@example.net,BR,sao jose,SC,2026-06-07
86085586aaa8c5f47ed0b400da64c59d,Daniel Floyd,steven73@example.net,BR,guarulhos,SP,2026-05-23
5ad58a4e6a1a656b6bed070cadbaa003,Diane Beck,clarence34@example.org,BR,santa barbara,MG,2026-06-27
c9158d089637ab443c78984d20da7fc0,John Atkinson,gibsonolivia@example.net,BR,sao paulo,SP,2026-06-23
66cc90195ca44cc7ac6a1cd0e1e1e7b2,David Douglas Jr.,osbornejeffery@example.net,BR,guarulhos,SP,2026-06-21
91ec50a00ae74d0a229d2efdf4344e1e,Barbara Anderson,jcontreras@example.net,BR,ribeirao preto,SP,2026-06-26
d251c190ca75786e9ab937982d60d1d4,Michelle Wagner,vmerritt@example.com,BR,belo horizonte,MG,2026-06-23
233896de79986082f1f479f1f85281cb,Destiny Strickland,rsims@example.com,BR,ituiutaba,MG,2026-06-26
a8ae36a2bb6c2bbc3b5d62ede131c9ef,Steven Miller,jessebenson@example.net,BR,taquarituba,SP,2026-06-21
8d46223c91cbeb93e0930ca8bd8ffca2,John Brown,xprice@example.net,BR,sao jose dos pinhais,PR,2026-06-01
e021e698833bdeb89dfef3acb2e91f37,Aaron Bell,acastaneda@example.net,BR,jaragua do sul,SC,2026-06-18
27cf4b153010911a0957150255a6c6db,Allen Rogers,dramsey@example.org,BR,sao paulo,SP,2026-06-18
7ce5b57a120a2da6a804afa58ffcbfb5,Jeffrey Camacho,brentgray@example.org,BR,montes claros,MG,2026-06-23
d33eeadf54cb883e79be640f38c32cdc,Trevor Fisher,ruizkaitlyn@example.org,BR,barrinha,SP,2026-06-22
3da7750bf3c1dbd724624a60a9f5942b,Marissa Webster,jamessmith@example.org,BR,rio de janeiro,RJ,2025-12-30
d85547cd859833520b311b4458a14c1c,Travis Marshall,katie29@example.net,BR,parati,RJ,2026-05-31
3af0b2f7654f613ff1527b997a2ac57e,Alexander Collins,tsanders@example.org,BR,dourados,MS,2026-06-04
3d49f4455a3947c8dd7e972b3ad8cb76,Raymond Jefferson,hoganashlee@example.org,BR,sao paulo,SP,2026-06-24
b03e9d9818ee170e9d6b983803c7d406,Matthew Smith,gshort@example.com,BR,trindade,GO,2026-05-19
a302a693d5722d95984e6472150b9391,Jessica Gross,christina87@example.com,BR,cascavel,PR,2026-06-24
c80da60feddb7cf8325bd104032e314a,Samuel Rivas,ramirezshannon@example.com,BR,fortaleza,CE,2026-06-18
a2b8841410cf77619574d311cd06fd5e,Catherine Lewis,matthew94@example.net,BR,brasilia,DF,2024-02-06
7677c213007e9a6ec9267ea50b5ce5bc,Jason Peters,hannahbrewer@example.com,BR,sao paulo,SP,2026-06-01
0c17f9ac28cbd7323f0f4043e9db5907,Jared Sanchez,thomas85@example.com,BR,pelotas,RS,2026-06-08
332cf4e83e16004ba7dca932ce82475b,David Martinez,leslienewton@example.net,BR,porto alegre,RS,2026-05-26
0d516ca029d6a28d5cfddd80b27a26dc,Dr. William Warren,tina34@example.org,BR,rio de janeiro,RJ,2026-04-15
b3548d0cec408ae13d143bb4eeebaa6c,Beth Williams,tranheidi@example.org,BR,salto,SP,2026-05-09
c3293e875ffb1116018edf76d24e52a2,Julie Alexander,tammyking@example.com,BR,belo horizonte,MG,2026-06-23
d89e05e2d23c3d8247aeecd07758004b,Mark Brown,lisaavery@example.org,BR,jundiai,SP,2026-06-27
dad5018ffc0de85eb72f72575b552784,Kyle Montgomery,chayes@example.com,BR,cachoeiro de itapemirim,ES,2026-06-20
95700615deef776ed32faa08f0be634e,Natalie Meza,colleenbaker@example.org,BR,cacapava,SP,2026-06-22
b157c176c3fe04914fde33f2dc8b878a,Aaron Hayes,ocarter@example.com,BR,fortaleza,CE,2026-06-23
d4397835ae287e492b186d497099439a,David Baker,ronaldstephens@example.net,BR,sao vicente,SP,2025-12-12
76b029c87118a29f2e3de420f5ec2fa2,Christopher Parker,scott74@example.net,BR,uberlandia,MG,2026-03-25
7eaa86786b5955ab188db287f4726d79,Jessica George,mnavarro@example.com,BR,botelhos,MG,2026-06-20
b436a108536c1dabbc1d3e808d782df9,Alicia Hubbard,barbara27@example.net,BR,sao goncalo,RJ,2026-05-30
cd076285a12f40041b32f5ad8c98699f,Jessica Olsen DVM,vbailey@example.com,BR,sao paulo,SP,2026-06-17
cf6d4152d758efc43910e0141ae5b912,Donna Landry,gibsonleonard@example.com,BR,sao paulo,SP,2026-02-12
468d559ef2dcd2bea6d8db78959fb90f,April Booth,mgutierrez@example.net,BR,araucaria,PR,2026-06-14
7556f182460418cf30957e6ce377c674,Olivia Harris,sarakim@example.net,BR,sao vicente,SP,2026-06-22
e5dbefdfdf3eff75c8e6cd655f128279,Emily Smith,hdavis@example.com,BR,nova iguacu,RJ,2026-06-22
67d21c8bea9d6017d1b124d3879dd815,Dorothy Thornton,edavenport@example.org,BR,sao paulo,SP,2026-06-08
fd2d5fdb84e65fa6b54b98b0e2df5645,Kyle Francis,michellehill@example.com,BR,areia branca,RN,2026-06-22
d491a65a6ef3c04e145d37395996bad7,Aaron Barber,cgrimes@example.net,BR,sao paulo,SP,2026-06-06
6edd17d0a29e2d4057e694afee5eaa3b,Jamie Cantu,tinaallen@example.com,BR,campos dos goytacazes,RJ,2026-03-06
bf6e263ffc1f89999827615522b0aa45,Patrick Thornton,qhughes@example.net,BR,sao carlos,SP,2026-06-17
6d3f61e35d0422fd8cae65b1798784be,Vincent Rivera,sawyerscott@example.net,BR,sao paulo,SP,2026-06-23
a9a77b4e25980b7ca58cb71f878abb27,Matthew Moore,qharrington@example.com,BR,itajuba,MG,2022-06-08
eca666aec08df69fe31aa9a11d4a3302,Shannon James,courtney78@example.org,BR,porto alegre,RS,2026-06-11
7a380cb5434e6b6b5b37d45bb99dbe8a,Nicole Hamilton MD,wallaceheather@example.org,BR,sao bernardo do campo,SP,2026-06-26
463093247faa080167d77f2e6d1b297d,Jeffrey Sanchez,yknight@example.org,BR,salto,SP,2026-06-27
914b142462685e3161cf3a9f4152a028,Lisa Allen,jesselittle@example.com,BR,cruz das almas,BA,2026-06-25
e235442a956c524e6c141141171f5801,Megan Moore,llandry@example.com,BR,vassouras,RJ,2026-06-02
4a4de987b37555970ffcc9608d858a72,Christina Cruz,yrodriguez@example.net,BR,feira de santana,BA,2026-05-04
44e9a1246448bd68a2e3bf0f1966c57a,Ronald Foster,knightgina@example.net,BR,sao paulo,SP,2026-06-16
b4d6e1b900d99b52e901860bc1f44e35,Crystal Pham,danaoliver@example.net,BR,brasilia,DF,2026-06-26
809353196a0456095716566dd226bb48,Amanda Kramer,rileyjessica@example.org,BR,sao carlos,SP,2026-06-18
9e1f719fe5b17b9c51905fee6d6385c1,Carlos Ryan,alyssa42@example.com,BR,sao paulo,SP,2022-06-08
94b731a41867b47c3856e324840c4c99,Gina Wilson,taylortammy@example.net,BR,sao paulo,SP,2026-06-10
694cb45ff29b603ac2acd51016770097,Richard Smith,gibsonemily@example.net,BR,niteroi,RJ,2025-06-29
9dbb05f5577e862337b93feb8f358839,David Johnson,rose31@example.net,BR,sao luis,MA,2026-04-05
2b6082a140c439e2df870c85b0aa5e88,Audrey Williams,torrestravis@example.org,BR,sao paulo,SP,2026-06-27
eab761ccdba80c5b9a7f01b16543da0f,Michael Paul,umatthews@example.org,BR,sao paulo,SP,2026-05-21
4071d48a2d0d0bf179c06fc42b962e1f,Teresa Ramirez,jeff73@example.com,BR,jaragua do sul,SC,2026-05-27
90d479448b39ad9586d05da64cfb695b,Donald Donaldson,ndavis@example.net,BR,sobral,CE,2026-06-10
